,Year of car manufacture,Width,Color,kilometer driven,Transmission type,price,Body type,Length,Brand Name,Fuel type,city,Seats,Car model,Number of previous owners,Insurance Validity_value,Engine Displacement_value(cc)
0,2022,1790,Black,20000,Automatic,1150000.0,SUV,3995mm,Kia,Petrol,chennai,5.0,Kia Sonet,1,Third Party insurance,998
1,2015,1475mm,Grey,20687,Manual,415000.00000000006,Minivans,3675mm,Maruti,Petrol,chennai,7.0,Maruti Eeco,1,Comprehensive,1196
2,2021,1758,Others,30000,Manual,750000.0,SUV,3994mm,Nissan,Petrol,chennai,5.0,Nissan Magnite,1,Third Party insurance,999
3,2015,1595mm,Silver,59247,Manual,398000.0,Hatchback,3585mm,Hyundai,Petrol,chennai,5.0,Hyundai i10,1,Comprehensive,1086
4,2015,1694mm,Others,50000,Manual,550000.0,Hatchback,3955mm,Honda,Petrol,chennai,5.0,Honda Jazz,1,Third Party insurance,1199
5,2016,2071mm,White,20000,Automatic,3300000.0,Sedan,4879mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz E-Class,1,Comprehensive,2143
6,2016,1635mm,Blue,29403,Automatic,453000.0,Hatchback,3715mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,1,Comprehensive,998
7,2010,1600mm,Grey,42700,Manual,285000.0,Hatchback,3500mm,Maruti,Petrol,chennai,5.0,Maruti A-Star,1,Comprehensive,998
8,2018,1891mm,Grey,23001,Automatic,5000000.0,SUV,4708mm,BMW,Diesel,chennai,5.0,BMW X3,1,Comprehensive,1995
9,2018,1765mm,Black,25925,Automatic,821000.0000000001,SUV,3998mm,Ford,Petrol,chennai,5.0,Ford Ecosport,2,Comprehensive,1497
10,2021,1775mm,Blue,20000,Manual,865000.0,Hatchback,3995mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Third Party insurance,1197
11,2019,1694 mm,Silver,17711,Automatic,792000.0,Hatchback,3955 mm,Honda,Petrol,chennai,5.0,Honda Jazz,1,Comprehensive,1199
12,2020,1827mm,White,50000,Automatic,4050000.0,Sedan,4709mm,BMW,Diesel,chennai,5.0,BMW 3 Series,1,Comprehensive,1995
13,2018,1735mm,Others,50000,Manual,610000.0,Hatchback,3840mm,Maruti,Petrol,chennai,5.0,Maruti Swift,1,Third Party insurance,1197
14,2018,1660mm,White,51125,Manual,511000.00000000006,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,2,Comprehensive,1197
15,2019,1811mm,Orange,69233,Manual,710000.0,SUV,3994mm,Tata,Diesel,chennai,5.0,Tata Nexon,1,Comprehensive,1497
16,2017,1818mm,White,65000,Manual,1225000.0,SUV,4405mm,Jeep,Diesel,chennai,5.0,Jeep Compass,1,Comprehensive,1956
17,2014,1695mm,Brown,93281,Manual,570000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,1,Comprehensive,1497
18,2022,1855mm,White,18000,Manual,3900000.0,SUV,4795mm,Toyota,Diesel,chennai,7.0,Toyota Fortuner,1,Comprehensive,2755
19,2014,1680mm,White,99225,Manual,375000.0,Sedan,3990mm,Honda,Petrol,chennai,5.0,Honda Amaze,2,Comprehensive,1198
20,2016,1550mm,Others,30000,Manual,275000.0,Hatchback,3515mm,Hyundai,Petrol,chennai,5.0,Hyundai EON,1,Third Party insurance,998
21,2014,1680mm,Silver,30602,Manual,429000.0,Sedan,3990mm,Honda,Petrol,chennai,5.0,Honda Amaze,1,Comprehensive,1198
22,2018,1735mm,Red,64500,Manual,675000.0,Hatchback,3840mm,Maruti,Diesel,chennai,5.0,Maruti Swift,1,Comprehensive,1248
23,2017,1695mm,White,46809,Manual,793000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,2,Comprehensive,1497
25,2019,1780mm,White,20000,Automatic,1425000.0,SUV,4270mm,Hyundai,Diesel,chennai,5.0,Hyundai Creta,1,Comprehensive,1582
26,2020,1770 mm,Red,21725,Automatic,1036000.0,SUV,3995 mm,Hyundai,Petrol,chennai,5.0,Hyundai Venue,1,Third Party,998
27,2016,1695mm,Others,80000,Manual,800000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,1,Third Party insurance,1497
28,2013,2086mm,Blue,88000,Automatic,1400000.0,Sedan,4915mm,Audi,Petrol,chennai,5.0,Audi A6,2,Third Party insurance,1984
29,2019,1695mm,Black,30360,Automatic,1088000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,2,Third Party,1497
30,2017,1745mm,Others,70000,Automatic,590000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,2,Third Party insurance,1197
31,2016,1660mm,Red,16246,Manual,568000.0,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,1,Comprehensive,1197
32,2017,1600mm,White,55000,Automatic,400000.0,Hatchback,3600mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,2,Comprehensive,998
33,2022,1830mm,White,13000,Automatic,2790000.0,MUV,4735mm,Toyota,Petrol,chennai,7.0,Toyota Innova Crysta,1,Comprehensive,2694
34,2016,1635mm,Red,71638,Automatic,422000.0,Hatchback,3715mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,2,Third Party,998
35,2015,1680mm,White,46105,Manual,450000.0,Sedan,3990mm,Honda,Petrol,chennai,5.0,Honda Amaze,1,Comprehensive,1198
36,2017,1734mm,Others,60000,Manual,650000.0,SUV,3999mm,Honda,Petrol,chennai,5.0,Honda WR-V,1,Third Party insurance,1199
37,2017,1694mm,Others,80000,Manual,575000.0,Hatchback,3955mm,Honda,Diesel,chennai,5.0,Honda Jazz,1,Third Party insurance,1498
38,2015,2010mm,Grey,58000,Automatic,1950000.0,Hatchback,4359mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz B Class,1,Comprehensive,2143
39,2008,1575mm,Silver,70000,Manual,150000.0,Sedan,4095mm,Maruti,Petrol,chennai,5.0,Maruti Esteem,2,Third Party insurance,1298
40,2017,1745mm,Grey,61764,Automatic,702000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Third Party,1197
41,2016,1715mm,Orange,36018,Manual,448000.00000000006,SUV,3675mm,Mahindra,Petrol,chennai,6.0,Mahindra KUV 100,2,Third Party insurance,1198
42,2016,1822mm,Others,150000,Automatic,650000.0,SUV,4315mm,Renault,Diesel,chennai,5.0,Renault Duster,1,Third Party insurance,1461
43,2022,1680,Black,17197,Manual,801000.0,Hatchback,3805mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10 Nios,1,Third Party,998
44,2016,1695mm,Brown,62931,Automatic,772000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,2,Comprehensive,1497
45,2013,1776mm,Others,90000,Manual,500000.0,Sedan,4620mm,Toyota,Petrol,chennai,5.0,Toyota Corolla Altis,2,Third Party insurance,1798
46,2021,1821mm,Red,21023,Manual,1103000.0,SUV,3995mm,Mahindra,Petrol,chennai,5.0,Mahindra XUV300,1,Third Party,1197
47,2018,1775mm,White,43000,Manual,1490000.0,Sedan,4620mm,Toyota,Diesel,chennai,5.0,Toyota Corolla Altis,1,Comprehensive,1364
48,2017,1735mm,Silver,110505,Automatic,627000.0,Sedan,3995mm,Maruti,Diesel,chennai,5.0,Maruti Swift Dzire,1,Third Party insurance,1248
49,2018,1729mm,Silver,78892,Manual,835000.0,Sedan,4440mm,Hyundai,Petrol,chennai,5.0,Hyundai Verna,1,Third Party insurance,1591
50,2015,1874mm,White,59000,Automatic,2089999.9999999998,Sedan,4933mm,Audi,Diesel,chennai,5.0,Audi A6,1,Third Party insurance,1968
51,2014,1690mm,White,90058,Manual,350000.0,Sedan,4249mm,Chevrolet,Petrol,chennai,5.0,Chevrolet Sail,1,Comprehensive,1199
52,2015,2089mm,White,69000,Automatic,2100000.0,SUV,4629mm,Audi,Diesel,chennai,5.0,Audi Q5,1,Third Party insurance,2967
53,2019,1734mm,Red,67000,Manual,925000.0,SUV,3999mm,Honda,Diesel,chennai,5.0,Honda WR-V,1,Comprehensive,1498
54,2017,1730mm,Others,80000,Manual,850000.0,Sedan,4490mm,Maruti,Diesel,chennai,5.0,Maruti Ciaz,1,Third Party insurance,1248
55,2017,1730mm,Others,80000,Manual,850000.0,Sedan,4490mm,Maruti,Diesel,chennai,5.0,Maruti Ciaz,1,Third Party insurance,1248
56,2020,2212 mm,White,57000,Automatic,6600000.0,SUV,5052 mm,Audi,Diesel,chennai,7.0,Audi Q7,1,Comprehensive,2967
57,2018,1830mm,Black,800000,Manual,2150000.0,MUV,4735mm,Toyota,Diesel,chennai,8.0,Toyota Innova Crysta,1,Comprehensive,2393
58,2018,2020mm,Blue,5500000,Automatic,3600000.0,Sedan,4686mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz C-Class,1,Comprehensive,2143
59,2017,2142mm,White,27000,Automatic,6800000.0,Sedan,5219mm,BMW,Diesel,chennai,5.0,BMW 7 Series,1,Comprehensive,2993
60,2018,1811mm,Silver,38334,Manual,707000.0,SUV,3994mm,Tata,Petrol,chennai,5.0,Tata Nexon,1,Comprehensive,1198
61,2019,1682mm,Red,36992,Manual,680000.0,Hatchback,3971mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Polo,1,Third Party insurance,999
62,2016,2089mm,Red,50000,Automatic,3750000.0,SUV,4657mm,BMW,Diesel,chennai,5.0,BMW X3,2,Comprehensive,2993
63,2021,1894mm,Silver,34596,Automatic,2039000.0,SUV,4661mm,Tata,Diesel,chennai,6.0,Tata New Safari,1,Comprehensive,1956
64,2019,1636mm,White,84564,Manual,401000.0,Hatchback,3788mm,Datsun,Petrol,chennai,5.0,Datsun GO,1,Third Party,1198
65,2013,1854mm,Silver,60001,Automatic,2150000.0,Sedan,4879mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz E-Class,2,Comprehensive,2143
66,2018,1645 mm,White,23462,Manual,505000.0,Hatchback,3610 mm,Hyundai,Petrol,chennai,5.0,Hyundai Santro,1,Zero Dep,1086
67,2022,1760mm,Red,13000,Automatic,1599000.0,SUV,4221mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Taigun,1,Third Party insurance,999
68,2019,1695mm,Red,54658,Automatic,830000.0000000001,Sedan,3995mm,Honda,Diesel,chennai,5.0,Honda Amaze,1,Comprehensive,1498
69,2020,1821mm,Green,34164,Manual,1036000.0,SUV,3995mm,Mahindra,Petrol,chennai,5.0,Mahindra XUV300,1,Third Party,1197
70,2022,1800mm,Gray,10000,Manual,1595000.0,SUV,4315mm,Kia,Petrol,chennai,5.0,Kia Seltos,1,Third Party insurance,1497
71,2010,1687mm,Red,70000,Manual,100000.0,Hatchback,3987mm,Fiat,Petrol,chennai,5.0,Fiat Punto,3,Third Party insurance,1368
72,2020,1770 mm,Blue,37000,Manual,825000.0,SUV,3995 mm,Hyundai,Petrol,chennai,5.0,Hyundai Venue,1,Third Party insurance,1197
74,2016,1745mm,Blue,53967,Manual,550000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Comprehensive,1197
75,2011,1595mm,Red,52700,Manual,299000.0,Hatchback,3585mm,Hyundai,Petrol,chennai,5.0,Hyundai i10,1,Comprehensive,1197
76,2018,1811mm,Others,60000,Automatic,750000.0,SUV,3994mm,Tata,Petrol,chennai,5.0,Tata Nexon,1,Third Party insurance,1198
77,2016,1745mm,Blue,53967,Manual,550000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Comprehensive,1197
78,2014,1695mm,TAFETA WHITE,99225,Manual,375000.0,Sedan,3995mm,Honda,Petrol,chennai,5.0,Honda Amaze,2,Comprehensive,1199
79,2011,"1,730mm",Silver,60000,Manual,265000.0,Sedan,"4,560mm",Fiat,Petrol,chennai,5.0,Fiat Linea,2,Third Party insurance,1368
80,2020,1694,Red,48220,Automatic,808000.0,Hatchback,3989mm,Honda,Petrol,chennai,5.0,Honda Jazz,1,Third Party,1199
81,2016,1694mm,Red,72024,Manual,542000.0,Hatchback,3955mm,Honda,Petrol,chennai,5.0,Honda Jazz,1,Third Party insurance,1199
82,2016,1680mm,Others,80000,Automatic,529000.0,Sedan,3990mm,Honda,Petrol,chennai,5.0,Honda Amaze,1,Third Party insurance,1198
83,2017,1682mm,Black,78735,Manual,684000.0,Hatchback,3971mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Polo,1,Third Party,1199
84,2018,1765mm,Red,72955,Manual,813000.0000000001,SUV,3998mm,Ford,Diesel,chennai,5.0,Ford Ecosport,2,Zero Dep,1498
85,2015,1730mm,Others,40000,Automatic,650000.0,Sedan,4490mm,Maruti,Petrol,chennai,5.0,Maruti Ciaz,1,Third Party insurance,1373
86,2021,1818mm,Grey,14037,Manual,1802000.0,SUV,4405mm,Jeep,Petrol,chennai,5.0,Jeep Compass,1,Comprehensive,1368
87,2019,1734mm,Silver,29000,Manual,745000.0,Hatchback,3985mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Comprehensive,1197
88,2017,1745mm,Silver,69864,Manual,619000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Third Party insurance,1197
89,2019,1660mm,Silver,35739,Manual,650000.0,Sedan,3995mm,Hyundai,Petrol,chennai,5.0,Hyundai Xcent,1,Third Party insurance,1197
90,2016,1694mm,Others,120000,Automatic,500000.0,Hatchback,3955mm,Honda,Petrol,chennai,5.0,Honda Jazz,2,Third Party insurance,1199
91,2019,1695mm,Silver,18000,Manual,1145000.0,MUV,4296mm,Maruti,Diesel,chennai,7.0,Maruti Ertiga,1,Comprehensive,1248
92,2019,1894mm,Orange,21000,Manual,1600000.0,SUV,4598mm,Tata,Diesel,chennai,5.0,Tata Harrier,1,Comprehensive,1956
93,2016,1745mm,Grey,70404,Manual,540000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Comprehensive,1197
94,2015,1699mm,Black,63000,Manual,675000.0,Sedan,4390mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Vento,1,Comprehensive,1598
95,2017,1682mm,White,88000,Manual,509999.99999999994,Sedan,3995mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Ameo,2,Third Party insurance,1198
96,2017,1695mm,Silver,65000,Manual,830000.0000000001,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,1,Comprehensive,1497
97,2017,2173mm,Red,30000,Automatic,3900000.0,SUV,4600mm,Land Rover,Diesel,chennai,7.0,Land Rover Discovery Sport,2,Third Party insurance,2179
98,2012,1695mm,Golden,71423,Automatic,509999.99999999994,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,1,Comprehensive,1497
99,2019,1775mm,Others,80000,Automatic,1200000.0,MUV,4445mm,Maruti,Petrol,chennai,6.0,Maruti XL6,1,Third Party insurance,1462
100,2017,1695mm,Brown,85759,Manual,766000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,1,Third Party,1497
101,2019,1645 mm,Silver,24422,Manual,449000.0,Hatchback,3610 mm,Hyundai,Petrol,chennai,5.0,Hyundai Santro,1,Zero Dep,1086
102,2017,1729mm,White,90000,Manual,750000.0,Sedan,4440mm,Hyundai,Petrol,chennai,5.0,Hyundai Verna,4,Third Party insurance,1591
103,2012,1680mm,Red,67091,Manual,317000.0,Hatchback,3610mm,Honda,Petrol,chennai,5.0,Honda Brio,2,Third Party,1198
104,2020,1835mm,Maroon,72787,Manual,1560000.0,SUV,4655mm,MG,Petrol,chennai,5.0,MG Hector,1,Third Party,1451
105,2017,1860mm,Others,120000,Manual,1900000.0,SUV,4892mm,Ford,Diesel,chennai,7.0,Ford Endeavour,2,Third Party insurance,2198
106,2017,1660mm,Red,90142,Manual,522000.0,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,1,Comprehensive,1197
107,2015,1734mm,Others,150000,Manual,500000.0,Hatchback,3985mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Third Party insurance,1197
108,2018,1737mm,Red,33256,Manual,627000.0,Hatchback,3954mm,Ford,Petrol,chennai,5.0,Ford Freestyle,1,Comprehensive,1194
109,2018,1745mm,Silver,70027,Automatic,687000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Comprehensive,1197
110,2007,"1,832 mm",White,120000,Manual,204999.99999999997,Sedan,"4,800 mm",Hyundai,Diesel,chennai,5.0,Hyundai Sonata,3,Third Party insurance,1991
111,2015,1682mm,Others,60000,Manual,525000.0,Hatchback,3971mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Polo,2,Third Party insurance,1199
112,2017,1735mm,Grey,73686,Manual,620000.0,Hatchback,3840mm,Maruti,Diesel,chennai,5.0,Maruti Swift,1,Third Party insurance,1248
113,2018,1835mm,Red,44000,Manual,825000.0,SUV,3995mm,Mahindra,Diesel,chennai,7.0,Mahindra TUV 300,2,Comprehensive,1493
114,2015,1735mm,White,75581,Manual,530000.0,Hatchback,3840mm,Maruti,Petrol,chennai,5.0,Maruti Swift,1,Comprehensive,1197
115,2015,2141mm,Blue,58000,Automatic,3600000.0,SUV,4817mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz M-Class,1,Comprehensive,2143
116,2015,1960mm,P Black,50000,Automatic,1950000.0,Sedan,4456mm,Audi,Diesel,chennai,5.0,Audi A3,2,Comprehensive,1968
117,2015,1835mm,Others,100000,Manual,650000.0,SUV,3995mm,Mahindra,Diesel,chennai,7.0,Mahindra TUV 300,1,Third Party insurance,1493
118,2017,1730mm,White,108902,Manual,650000.0,Sedan,4490mm,Maruti,Diesel,chennai,5.0,Maruti Ciaz,1,Third Party insurance,1248
119,2016,1682mm,Silver,100425,Manual,570000.0,Sedan,3995mm,Volkswagen,Diesel,chennai,5.0,Volkswagen Ameo,1,Comprehensive,1498
120,2016,1660mm,Silver,70887,Manual,458000.0,Sedan,3995mm,Hyundai,Petrol,chennai,5.0,Hyundai Xcent,2,Third Party,1197
121,2016,1695mm,Silver,114981,Manual,577000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,2,Comprehensive,1497
122,2018,1734mm,White,45000,Manual,900000.0,SUV,3999mm,Honda,Petrol,chennai,5.0,Honda WR-V,1,Comprehensive,1199
123,2021,1680,White,45416,Manual,649000.0,Hatchback,3805mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10 Nios,1,Comprehensive,1197
124,2016,1734mm,Silver,119468,Manual,549000.0,Hatchback,3985mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Third Party insurance,1197
125,2015,1699mm,Others,100000,Automatic,650000.0,Sedan,4384mm,Volkswagen,Diesel,chennai,5.0,Volkswagen Vento,3,Third Party insurance,1498
126,2017,1735,Red,119975,Manual,513999.99999999994,Sedan,3995mm,Maruti,Petrol,chennai,5.0,Maruti Swift Dzire,1,Third Party,1197
127,2017,1811 mm,White,19000,Automatic,3900000.0,Sedan,4824mm,BMW,Petrol,chennai,5.0,BMW 3 Series,1,Comprehensive,1998
128,2016,1660mm,Silver,64906,Manual,455999.99999999994,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,2,Comprehensive,1197
129,2016,1745mm,Red,81484,Manual,501999.99999999994,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,2,Comprehensive,1197
130,2018,1735mm,Blue,45067,Manual,685000.0,Sedan,3995mm,Maruti,Petrol,chennai,5.0,Maruti Swift Dzire,1,Comprehensive,1197
131,2018,2130mm,Blue,68000,Automatic,11000000.0,Sedan,5453mm,Mercedes-Benz,Petrol,chennai,4.0,Mercedes-Benz S-Class,1,Third Party insurance,4663
132,2016,1694mm,Brown,65768,Manual,580000.0,Hatchback,3955mm,Honda,Petrol,chennai,5.0,Honda Jazz,1,Comprehensive,1199
133,2016,1694mm,Golden brown,61000,Manual,530000.0,Hatchback,3955mm,Honda,Petrol,chennai,5.0,Honda Jazz,2,Comprehensive,1199
134,2009,1871mm,Silver,50000,Automatic,1700000.0,Sedan,5206mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz S-Class,3,Comprehensive,2987
135,2018,2102mm,Blue,23000,Automatic,4375000.0,Sedan,4907mm,BMW,Diesel,chennai,5.0,BMW 5 Series,1,Comprehensive,1995
136,2018,2142mm,White,17000,Automatic,8200000.0,Sedan,5219mm,BMW,Diesel,chennai,5.0,BMW 7 Series,1,Comprehensive,2993
137,2017,1635mm,Grey,102958,Automatic,420000.0,Hatchback,3715mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,1,Comprehensive,998
138,2013,1776mm,Silver,62900,Manual,775000.0,Sedan,4620mm,Toyota,Diesel,chennai,5.0,Toyota Corolla Altis,1,Comprehensive,1364
139,2015,1495mm,Silver,65076,Manual,395000.0,Hatchback,3599mm,Maruti,Petrol,chennai,5.0,Maruti Wagon R,2,Comprehensive,998
140,2016,1745mm,Blue,75876,Manual,533000.0,Hatchback,3995mm,Maruti,Petrol,chennai,5.0,Maruti Baleno,1,Comprehensive,1197
141,2015,1734mm,Red,98911,Manual,547000.0,Hatchback,3985mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Third Party insurance,1197
142,2015,1635mm,Blue,45000,Manual,395000.0,Hatchback,3715mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,1,Comprehensive,998
143,2017,1700mm,White,76089,Automatic,908000.0,Sedan,4375mm,Hyundai,Diesel,chennai,5.0,Hyundai Verna,1,Third Party,1582
144,2017,1660mm,Silver,54505,Manual,521000.0,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,2,Third Party,1197
145,2019,1796mm,White,24000,Automatic,2290000.0,Sedan,4458mm,Audi,Diesel,chennai,5.0,Audi A3,1,Third Party insurance,1968
146,2016,1735,Red,96573,Manual,507000.0,Sedan,3995mm,Maruti,Petrol,chennai,5.0,Maruti Swift Dzire,1,Zero Dep,1197
147,2019,1800mm,White,30000,Automatic,1625000.0,SUV,4315mm,Kia,Diesel,chennai,5.0,Kia Seltos,1,Comprehensive,1493
148,2016,1660mm,Orange,63720,Manual,528000.0,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,2,Comprehensive,1197
149,2021,1515mm,Silver,14411,Manual,434999.99999999994,Hatchback,3445mm,Maruti,Petrol,chennai,5.0,Maruti Alto 800,1,Comprehensive,796
150,2022,1760mm,Red,11000,Automatic,1490000.0,SUV,4221mm,Volkswagen,Petrol,chennai,5.0,Volkswagen Taigun,1,Comprehensive,999
151,2022,1760mm,Silver,21000,Automatic,1789999.9999999998,SUV,4225mm,Skoda,Petrol,chennai,5.0,Skoda Kushaq,1,Comprehensive,1498
152,2017,1734mm,Silver,34392,Manual,625000.0,SUV,3999mm,Honda,Petrol,chennai,5.0,Honda WR-V,1,Comprehensive,1199
153,2022,1680,Others,20000,Manual,690000.0,Hatchback,3805mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10 Nios,1,Third Party insurance,1197
154,2022,1790,Black,10000,Manual,1350000.0,SUV,3995,Kia,Petrol,chennai,5.0,Kia Sonet,1,Third Party insurance,998
155,2022,1809mm,Others,20000,Automatic,1550000.0,SUV,4323mm,MG,Petrol,chennai,5.0,MG Astor,1,Third Party insurance,1498
156,2019,1745mm,Grey,47000,Automatic,790000.0,Hatchback,3995mm,Toyota,Petrol,chennai,5.0,Toyota Glanza,1,Comprehensive,1197
157,2014,1515mm,Red,60333,Manual,270000.0,Hatchback,3545mm,Maruti,Petrol,chennai,5.0,Maruti Alto K10,2,Comprehensive,998
158,2014,1660mm,Star Dust,81058,Manual,365000.0,Hatchback,3765mm,Hyundai,Diesel,chennai,5.0,Hyundai Grand i10,1,Comprehensive,1186
159,2010,1750mm,Brown,51800,Manual,425000.0,Sedan,4545mm,Honda,Petrol,chennai,5.0,Honda Civic,2,Comprehensive,1799
160,2016,1660mm,Orange,32797,Manual,528000.0,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,2,Comprehensive,1197
161,2016,1660mm,Silver,69731,Manual,511000.00000000006,Hatchback,3765mm,Hyundai,Petrol,chennai,5.0,Hyundai Grand i10,1,Comprehensive,1197
162,2016,1695mm,Black,54000,Manual,625000.0,Sedan,4440mm,Honda,Petrol,chennai,5.0,Honda City,2,Comprehensive,1497
163,2016,1665mm,Blue,110267,Manual,327000.0,Hatchback,3801mm,Nissan,Petrol,chennai,5.0,Nissan Micra Active,2,Comprehensive,1198
164,2018,1715mm,Orange,31767,Manual,505000.0,SUV,3675mm,Mahindra,Petrol,chennai,6.0,Mahindra KUV 100,1,Third Party insurance,1198
165,2018,1734mm,METALL,45677,Manual,640000.0,SUV,3999mm,Honda,Petrol,chennai,5.0,Honda WR-V,2,Comprehensive,1199
166,2017,1655,Silver,66656,Manual,449000.0,Hatchback,3695mm,Maruti,Petrol,chennai,5.0,Maruti Celerio,1,Comprehensive,998
167,2019,1695mm,Grey,27000,Manual,725000.0,Sedan,3995mm,Honda,Diesel,chennai,5.0,Honda Amaze,1,Comprehensive,1498
168,2021,1579mm,Red,37004,Manual,495000.0,Hatchback,3731mm,Renault,Petrol,chennai,5.0,Renault KWID,1,Comprehensive,999
169,2011,1595mm,Silver,85274,Manual,271000.0,Hatchback,3585mm,Hyundai,Petrol,chennai,5.0,Hyundai i10,2,Comprehensive,1197
170,2017,1780mm,Others,60000,Manual,940000.0,SUV,4270mm,Hyundai,Diesel,chennai,5.0,Hyundai Creta,2,Third Party insurance,1582
171,2017,1695,White,42000,Manual,799000.0,Sedan,4440,Honda,Petrol,chennai,5.0,Honda City,1,Comprehensive,1497
172,2022,1790mm,Others,20000,Manual,1850000.0,SUV,4300mm,Hyundai,Diesel,chennai,5.0,Hyundai Creta,1,Third Party insurance,1493
173,2022,1800mm,Others,30000,Automatic,2000000.0,MUV,4540mm,Kia,Diesel,chennai,7.0,Kia Carens,1,Third Party insurance,1493
174,2017,1860mm,Black,25000,Automatic,4500000.0,Sedan,5063mm,Mercedes-Benz,Diesel,chennai,5.0,Mercedes-Benz E-Class,1,Comprehensive,1950
175,2014,1890mm,Others,80000,Manual,700000.0,SUV,4585mm,Mahindra,Diesel,chennai,7.0,Mahindra XUV500,3,Third Party insurance,2179
176,2015,1700mm,Others,60000,Manual,585000.0,Sedan,4370mm,Hyundai,Petrol,chennai,5.0,Hyundai Verna,2,Third Party insurance,1591
177,2022,1894mm,White,20000,Manual,2050000.0,SUV,4598mm,Tata,Diesel,chennai,5.0,Tata Harrier,1,Third Party insurance,1956
178,2022,1835mm,Others,20000,Automatic,1989999.9999999998,SUV,4655mm,MG,Petrol,chennai,5.0,MG Hector,1,Third Party insurance,1451
179,2022,1835mm,Others,20000,Automatic,1989999.9999999998,SUV,4655mm,MG,Petrol,chennai,5.0,MG Hector,1,Third Party insurance,1451
180,2020,1790mm,Blue,55037,Manual,1445000.0,SUV,4300mm,Hyundai,Diesel,chennai,5.0,Hyundai Creta,2,Third Party,1493
181,2018,1645 mm,Silver,65607,Manual,451000.0,Hatchback,3610 mm,Hyundai,Petrol,chennai,5.0,Hyundai Santro,1,Zero Dep,1086
183,2016,1734mm,Others,74777,Manual,631000.0,Hatchback,3985mm,Hyundai,Petrol,chennai,5.0,Hyundai i20,1,Comprehensive,1197
184,2012,1695mm,Silver,102392,Manual,411000.00000000006,Sedan,4265mm,Toyota,Petrol,chennai,5.0,Toyota Etios,2,Comprehensive,1496
185,2015,1699mm,White,90210,Manual,500000.0,Sedan,4386mm,Skoda,Diesel,chennai,5.0,Skoda Rapid,1,Comprehensive,1498
186,2014,1735,Silver,62373,Manual,488000.0,Sedan,3995mm,Maruti,Petrol,chennai,5.0,Maruti Swift Dzire,1,Third Party,1197
